0,0,direita,0.0
0,0,esquerda,0.0
0,0,acima,0.0
0,0,abaixo,0.0
0,1,direita,2.45191655698998
0,1,esquerda,2.095108684438096
0,1,acima,2.1030567028656444
0,1,abaixo,0.9828645732701364
0,2,direita,2.8354628410999805
0,2,esquerda,2.1059658753829007
0,2,acima,2.4517295613627605
0,2,abaixo,2.4516537440426296
0,3,direita,2.4519165354044925
0,3,esquerda,2.451916551889575
0,3,acima,2.8354628137264104
0,3,abaixo,3.2616253789999803
0,4,direita,2.104336497797108
0,4,esquerda,2.8354628410999805
0,4,acima,2.4415645501799057
0,4,abaixo,-9.093664592656907
0,5,direita,2.366823289565535
0,5,esquerda,2.45191655698998
0,5,acima,2.012818437976593
0,5,abaixo,1.9604123088347074
0,6,direita,2.8354628410999805
0,6,esquerda,2.0524384795703674
0,6,acima,2.354883368637587
0,6,abaixo,-8.714240459695533
0,7,direita,2.451910214334755
0,7,esquerda,2.4519125075222785
0,7,acima,2.8354623693165673
0,7,abaixo,3.2616253789999803
0,8,direita,2.1061398919775867
0,8,esquerda,2.8354628410999805
0,8,acima,2.451001094414802
0,8,abaixo,2.4513720462717026
0,9,direita,2.029892358779337
0,9,esquerda,2.45191655698998
0,9,acima,2.0930807562418434
0,9,abaixo,1.7967265805143389
0,10,direita,0.0
0,10,esquerda,0.0
0,10,acima,0.0
0,10,abaixo,0.0
1,0,direita,0.0
1,0,esquerda,0.0
1,0,acima,0.0
1,0,abaixo,0.0
1,1,direita,-0.009758214576614025
1,1,esquerda,0.030748982016686893
1,1,acima,1.2067249012909813
1,1,abaixo,-0.30869480405274674
1,2,direita,0.0
1,2,esquerda,0.0
1,2,acima,0.0
1,2,abaixo,0.0
1,3,direita,-9.09999999818677
1,3,esquerda,3.2616253788414644
1,3,acima,2.8354628371452213
1,3,abaixo,3.7351393099999806
1,4,direita,0.0
1,4,esquerda,0.0
1,4,acima,0.0
1,4,abaixo,0.0
1,5,direita,0.0
1,5,esquerda,0.0
1,5,acima,0.0
1,5,abaixo,0.0
1,6,direita,0.0
1,6,esquerda,0.0
1,6,acima,0.0
1,6,abaixo,0.0
1,7,direita,3.261624999841966
1,7,esquerda,-9.099997395524705
1,7,acima,2.8354624120925624
1,7,abaixo,3.7351393099999806
1,8,direita,0.0
1,8,esquerda,0.0
1,8,acima,0.0
1,8,abaixo,0.0
1,9,direita,1.4510047812407632
1,9,esquerda,1.4054702591711763
1,9,acima,1.906724901290981
1,9,abaixo,2.1476628410999803
1,10,direita,0.0
1,10,esquerda,0.0
1,10,acima,0.0
1,10,abaixo,0.0
2,0,direita,0.0
2,0,esquerda,0.0
2,0,acima,0.0
2,0,abaixo,0.0
2,1,direita,-0.4564254970541779
2,1,esquerda,-0.33585992716173374
2,1,acima,0.005581287750572619
2,1,abaixo,0.8226253789999838
2,2,direita,0.0
2,2,esquerda,0.0
2,2,acima,0.0
2,2,abaixo,0.0
2,3,direita,3.7351393099030616
2,3,esquerda,3.7351393099856507
2,3,acima,3.2616253789422367
2,3,abaixo,4.26126589999998
2,4,direita,0.0
2,4,esquerda,0.0
2,4,acima,0.0
2,4,abaixo,0.0
2,5,direita,0.0
2,5,esquerda,0.0
2,5,acima,0.0
2,5,abaixo,0.0
2,6,direita,0.0
2,6,esquerda,0.0
2,6,acima,0.0
2,6,abaixo,0.0
2,7,direita,3.7351391373927916
2,7,esquerda,-9.099999971936091
2,7,acima,3.261625298323212
2,7,abaixo,4.26126589999998
2,8,direita,0.0
2,8,esquerda,0.0
2,8,acima,0.0
